title,budget,revenue,imdb_rating,runtime,main_genre,roi
The Chorus,5300000.0,83600000.0,7.8,97.0,Drama,1477.36
RoboCop,13000000.0,53424681.0,7.6,102.0,Action,310.96
RoboCop 2,35000000.0,45681173.0,5.8,117.0,Action,30.52
RoboCop 3,22000000.0,10696210.0,4.2,104.0,Action,-51.38
Space Cowboys,65000000.0,128900000.0,6.5,130.0,Action,98.31
Bee Movie,150000000.0,287594577.0,6.1,91.0,Family,91.73
Luther,30000000.0,29400000.0,6.6,123.0,Drama,-2.0
Elvira: Mistress of the Dark,7500000.0,5596267.0,6.6,96.0,Comedy,-25.38
Pee-wee's Big Adventure,6000000.0,40900000.0,7.1,91.0,Comedy,581.67
The Blue Lagoon,4500000.0,58853106.0,5.8,104.0,Romance,1207.85
Hoosiers,9000000.0,28600000.0,7.4,114.0,Drama,217.78
Control,5000000.0,8200000.0,7.6,121.0,Drama,64.0
King of California,10000000.0,1045786.0,6.6,93.0,Comedy,-89.54
Vixen!,73000.0,8000000.0,5.6,71.0,Drama,10858.9
Beyond the Valley of the Dolls,2090000.0,9000000.0,6.1,109.0,Comedy,330.62
Once,160000.0,20710513.0,7.8,85.0,Drama,12844.07
Supervixens,100000.0,17000000.0,5.9,106.0,Comedy,16900.0
Knight Moves,9000000.0,923418.0,6.1,116.0,Mystery,-89.74
Tom Jones,1000000.0,37600000.0,6.4,128.0,Comedy,3660.0
Torn Curtain,3000000.0,13000615.0,6.6,127.0,Thriller,333.35
The Sentinel,60000000.0,78810595.0,6.1,108.0,Action,31.35
Sweet Sweetback's Baadasssss Song,150000.0,15200000.0,5.5,98.0,Action,10033.33
National Lampoon's Christmas Vacation,27000000.0,74542088.0,7.5,97.0,Comedy,176.08
Showtime,85000000.0,77885672.0,5.6,95.0,Action,-8.37
Angel Eyes,53000000.0,29700000.0,5.7,102.0,Drama,-43.96
Family Plot,4500000.0,13200000.0,6.8,120.0,Comedy,193.33
I Know Who Killed Me,12000000.0,9620399.0,3.6,105.0,Thriller,-19.83
The Mist,18000000.0,57470220.0,7.1,126.0,Horror,219.28
Blue in the Face,2000000.0,1300000.0,6.6,83.0,Comedy,-35.0
Bolero,7000000.0,8914881.0,3.0,105.0,Drama,27.36
A Bridge Too Far,22000000.0,50750000.0,7.4,175.0,Drama,130.68
Into the Wild,15000000.0,56255142.0,8.0,148.0,Adventure,275.03
The Getaway,3352254.0,36734619.0,7.3,123.0,Action,995.82
The Towering Inferno,14000000.0,116000000.0,7.0,165.0,Action,728.57
The Sand Pebbles,12000000.0,20000000.0,7.5,196.0,Drama,66.67
Papillon,12000000.0,53267000.0,8.0,151.0,Crime,343.89
The Great Escape,4000000.0,11700000.0,8.2,173.0,Adventure,192.5
The Pledge,35000000.0,29419291.0,6.7,123.0,Crime,-15.94
Fanny and Alexander,6000000.0,6800000.0,8.1,188.0,Fantasy,13.33
Along Came Polly,42000000.0,178300000.0,6.0,90.0,Comedy,324.52
The Umbrellas of Cherbourg,200000.0,7600000.0,7.8,92.0,Drama,3700.0
The Woman in Red,9000000.0,25300000.0,6.0,87.0,Comedy,181.11
The Family Man,60000000.0,124700000.0,6.8,125.0,Comedy,107.83
Sorority Boys,12000000.0,12517488.0,5.5,93.0,Comedy,4.31
P.S. I Love You,30000000.0,156835339.0,7.0,126.0,Drama,422.78
Shanghai Knights,50000000.0,88323487.0,6.2,115.0,Action,76.65
Six Days Seven Nights,70000000.0,164839294.0,5.9,102.0,Comedy,135.48
The Witches of Eastwick,22000000.0,63766510.0,6.6,118.0,Comedy,189.85
Kiss of Death,40000000.0,14942422.0,6.0,101.0,Crime,-62.64
One Eight Seven,20000000.0,5716080.0,6.6,119.0,Drama,-71.42
The Mexican,57000000.0,147845033.0,6.1,123.0,Action,159.38
Carlito's Way,30000000.0,63848322.0,7.9,144.0,Crime,112.83
Revenge of the Pink Panther,12000000.0,49579269.0,6.6,99.0,Comedy,313.16
Salvador,4500000.0,1500000.0,7.3,123.0,Drama,-66.67
Bram Stoker's Dracula,40000000.0,215862692.0,7.4,128.0,Romance,439.66
Spice World,25000000.0,100000000.0,3.7,93.0,Adventure,300.0
Fracture,10000000.0,91354215.0,7.2,113.0,Thriller,813.54
Dreamcatcher,68000000.0,81240206.0,5.5,136.0,Drama,19.47
Cat People,12500000.0,21000000.0,6.2,118.0,Thriller,68.0
Reign of Fire,60000000.0,82150183.0,6.2,101.0,Adventure,36.92
Sister Act 2: Back in the Habit,38000000.0,57319029.0,5.7,107.0,Music,50.84
Junior,60000000.0,108400000.0,4.7,109.0,Comedy,80.67
Coyote Ugly,45000000.0,113900000.0,5.8,100.0,Comedy,153.11
MouseHunt,38000000.0,122417389.0,6.5,98.0,Comedy,222.15
Brotherhood of the Wolf,29000000.0,70800000.0,7.0,151.0,Adventure,144.14
Blue Thunder,22000000.0,42313354.0,6.4,110.0,Drama,92.33
The Chamber,50000000.0,22540359.0,6.0,113.0,Crime,-54.92
Jellyfish,1800000.0,938881.0,7.0,82.0,Drama,-47.84
Taking Care of Business,14000000.0,20000000.0,6.4,108.0,Comedy,42.86
SLC Punk,600000.0,299200.0,7.4,97.0,Comedy,-50.13
Nosferatu the Vampyre,1400000.0,3451.0,7.4,107.0,Drama,-99.75
Three Kings,75000000.0,108000000.0,7.1,114.0,Action,44.0
Practical Magic,75000000.0,46733235.0,6.3,104.0,Romance,-37.69
Racing Stripes,30000000.0,90754475.0,5.2,102.0,Comedy,202.51
The Shipping News,38000000.0,24690441.0,6.7,111.0,Drama,-35.03
Freddy vs. Jason,30000000.0,116643421.0,5.7,97.0,Horror,288.81
The Jerk,4000000.0,100000000.0,7.1,94.0,Comedy,2400.0
Guarding Tess,20000000.0,27058304.0,6.2,96.0,Comedy,35.29
Alvin and the Chipmunks,60000000.0,361366633.0,5.3,92.0,Comedy,502.28
Beyond the Sea,25000000.0,8400000.0,6.7,118.0,Drama,-66.4
I Am Legend,150000000.0,585410052.0,7.2,101.0,Drama,290.27
Arachnophobia,31000000.0,53200000.0,6.5,109.0,Comedy,71.61
Turbo: A Power Rangers Movie,10000000.0,9615840.0,3.7,99.0,Action,-3.84
The Dukes of Hazzard,50000000.0,110803676.0,5.1,104.0,Comedy,121.61
First Knight,55000000.0,127600435.0,6.0,134.0,Action,132.0
The Contender,20000000.0,22428990.0,6.9,126.0,Drama,12.14
Life,80000000.0,73500000.0,6.8,108.0,Comedy,-8.12
The Orphanage,3400000.0,78638987.0,7.4,105.0,Horror,2212.91
Charlie Wilson's War,75000000.0,119483446.0,7.0,102.0,Comedy,59.31
Idle Hands,25000000.0,4152230.0,6.3,92.0,Comedy,-83.39
27 Dresses,30000000.0,160300000.0,6.1,111.0,Comedy,434.33
Walk Hard: The Dewey Cox Story,35000000.0,18317151.0,6.8,96.0,Comedy,-47.67
Underdog,25000000.0,65270477.0,4.8,82.0,Family,161.08
Godzilla vs. Mechagodzilla II,9500000.0,18000000.0,6.5,108.0,Action,89.47
Lars and the Real Girl,12000000.0,11293663.0,7.3,106.0,Comedy,-5.89
Sabrina,2239000.0,10000000.0,7.6,113.0,Comedy,346.63
The Peacemaker,50000000.0,110463140.0,6.0,124.0,Action,120.93
National Treasure: Book of Secrets,130000000.0,459200000.0,6.5,124.0,Action,253.23
Love in the Time of Cholera,45000000.0,4607608.0,6.4,139.0,Drama,-89.76
Love and Other Disasters,9000000.0,6400000.0,6.1,91.0,Comedy,-28.89
El Dorado,4653000.0,6000000.0,7.5,126.0,Western,28.95
TransSiberian,15000000.0,5926410.0,6.6,111.0,Thriller,-60.49
Priceless,10000000.0,28041861.0,7.0,104.0,Drama,180.42
The Rookie,10000000.0,21600000.0,5.9,121.0,Action,116.0
Zathura: A Space Adventure,65000000.0,65079104.0,6.3,101.0,Science Fiction,0.12
The Ten Commandments,13000000.0,122700000.0,7.9,220.0,Drama,843.85
Failure to Launch,50000000.0,130224158.0,5.7,97.0,Romance,160.45
Homeward Bound: The Incredible Journey,24000000.0,57333324.0,7.0,84.0,Adventure,138.89
Two-Minute Warning,6700000.0,6700000.0,6.2,115.0,Action,0.0
The Gate,2500000.0,13539458.0,6.0,86.0,Horror,441.58
One Missed Call,20000000.0,45847751.0,4.1,87.0,Horror,129.24
Yamakasi,15000000.0,1297401.0,6.1,90.0,Action,-91.35
Ben X,1500000.0,27.0,7.3,90.0,Drama,-100.0
The Village,60000000.0,256700000.0,6.6,108.0,Drama,327.83
"What's Up, Doc?",4000000.0,66000000.0,7.7,94.0,Comedy,1550.0
Outbreak,50000000.0,189900000.0,6.6,127.0,Action,279.8
Turner & Hooch,13000000.0,71079915.0,6.2,97.0,Action,446.77
The 40 Year Old Virgin,26000000.0,177400000.0,7.1,116.0,Comedy,582.31
The Wedding Date,15000000.0,47175038.0,6.1,88.0,Romance,214.5
The Weather Man,20000000.0,12482775.0,6.5,101.0,Comedy,-37.59
Something's Gotta Give,80000000.0,270000000.0,6.7,128.0,Drama,237.5
The White Masai,7000000.0,22632255.0,6.4,131.0,Drama,223.32
The Baader Meinhof Complex,27000000.0,26937355.0,7.3,150.0,Action,-0.23
Australia,130000000.0,211787511.0,6.6,165.0,Adventure,62.91
In the Valley of Elah,23000000.0,29541790.0,7.1,124.0,History,28.44
No Country for Old Men,25000000.0,171627166.0,8.2,122.0,Crime,586.51
Big Trouble in Little China,25000000.0,11102672.0,7.2,100.0,Action,-55.59
Rising Sun,40000000.0,107198790.0,6.3,125.0,Action,168.0
The Wild Geese,11600000.0,9900000.0,6.8,134.0,Action,-14.66
Ken Park,1300000.0,447741.0,5.8,97.0,Drama,-65.56
Vampire's Kiss,2000000.0,725131.0,6.1,103.0,Comedy,-63.74
Jack,45000000.0,58620973.0,5.8,113.0,Comedy,30.27
Van Helsing,160000000.0,300257475.0,6.1,132.0,Horror,87.66
Perfect Stranger,60795000.0,73090611.0,5.7,109.0,Thriller,20.22
Cloverfield,25000000.0,170764026.0,7.0,84.0,Action,583.06
Dan in Real Life,25000000.0,68474305.0,6.8,98.0,Comedy,173.9
Coach Carter,30000000.0,76669554.0,7.3,136.0,Drama,155.57
Zombie Flesh Eaters,497000.0,1925000.0,6.8,91.0,Horror,287.32
The Punisher,33000000.0,54700105.0,6.4,124.0,Action,65.76
Airport '77,6000000.0,91100000.0,5.8,114.0,Action,1418.33
Ruby & Quentin,27440000.0,27729359.0,7.1,85.0,Comedy,1.05
Rebound,45000000.0,16809014.0,5.2,86.0,Comedy,-62.65
Matchstick Men,62000000.0,65565672.0,7.3,116.0,Comedy,5.75
Meet the Spartans,30000000.0,85897593.0,2.8,84.0,Comedy,186.33
The Last Lear,1500000.0,202000.0,6.9,113.0,Drama,-86.53
Duplex,40000000.0,19322135.0,5.9,89.0,Comedy,-51.69
2001: A Space Travesty,26000000.0,270813.0,3.5,99.0,Comedy,-98.96
Equilibrium,20000000.0,5400000.0,7.3,107.0,Action,-73.0
Maid in Manhattan,55000000.0,154906693.0,5.4,105.0,Comedy,181.65
Running Scared,17000000.0,9500000.0,7.3,122.0,Action,-44.12
Alive,32000000.0,36700000.0,7.1,127.0,Adventure,14.69
Juno,7500000.0,232372681.0,7.4,96.0,Comedy,2998.3
Carrie,1800000.0,33800000.0,7.4,98.0,Horror,1777.78
The Rage: Carrie 2,21000000.0,17762705.0,4.8,104.0,Horror,-15.42
There Will Be Blood,25000000.0,77208711.0,8.2,158.0,Drama,208.83
Elite Squad,4000000.0,14759148.0,8.0,115.0,Drama,268.98
The Bucket List,45000000.0,175400000.0,7.3,97.0,Drama,289.78
Julia,6000000.0,1300000.0,7.0,144.0,Drama,-78.33
Fireflies in the Garden,8000000.0,6692182.0,6.4,108.0,Drama,-16.35
Sahara,130000000.0,119269486.0,6.1,124.0,Action,-8.25
Sleeping with the Enemy,19000000.0,175000000.0,6.3,99.0,Drama,821.05
Chicken Run,45000000.0,224834564.0,7.1,84.0,Animation,399.63
Brothers,26000000.0,43500000.0,7.1,105.0,Drama,67.31
Tropic Thunder,92000000.0,195702811.0,7.1,107.0,Action,112.72
Titan A.E.,75000000.0,36754634.0,6.6,94.0,Animation,-50.99
xXx,70000000.0,277448382.0,5.9,124.0,Action,296.35
"The Cook, the Thief, His Wife & Her Lover",2300000.0,7724701.0,7.5,124.0,Crime,235.86
The Hitchhiker's Guide to the Galaxy,50000000.0,104500000.0,6.7,109.0,Adventure,109.0
Alpha Dog,9500000.0,32400000.0,6.9,122.0,Crime,241.05
Speed Racer,120000000.0,93900000.0,6.1,135.0,Family,-21.75
Vantage Point,40000000.0,152039882.0,6.6,90.0,Drama,280.1
Einfach nur Liebe,2000000.0,3500000.0,6.5,94.0,Drama,75.0
Open Season,85000000.0,197300000.0,6.1,86.0,Animation,132.12
Shooter,61000000.0,95700000.0,7.1,124.0,Drama,56.89
Knockaround Guys,15000000.0,12806614.0,6.1,92.0,Crime,-14.62
Harum Scarum,2400000.0,3100000.0,4.6,85.0,Comedy,29.17
Like Stars on Earth,2600000.0,28430000.0,8.3,162.0,Drama,993.46
Running with Scissors,12000000.0,6754898.0,6.1,116.0,Drama,-43.71
The Last Kiss,20000000.0,15851622.0,6.4,115.0,Comedy,-20.74
Idiocracy,30000000.0,495303.0,6.5,84.0,Comedy,-98.35
Smokin' Aces,17000000.0,57103895.0,6.6,109.0,Action,235.91
Over the Hedge,80000000.0,343397247.0,6.7,84.0,Family,329.25
Cocktail,20000000.0,171504781.0,5.9,104.0,Romance,757.52
Come Early Morning,6000000.0,161578.0,6.2,97.0,Drama,-97.31
The Libertine,11000000.0,10900000.0,6.2,114.0,Drama,-0.91
Déjà Vu,75000000.0,180557550.0,7.1,126.0,Action,140.74
Fun with Dick and Jane,100000000.0,202026112.0,6.2,90.0,Comedy,102.03
Waiting...,3000000.0,18637690.0,6.7,94.0,Comedy,521.26
Rambo,50000000.0,113200000.0,7.0,92.0,Action,126.4
The Wave,7500000.0,32350637.0,7.6,107.0,Drama,331.34
Resident Evil: Extinction,45000000.0,147717833.0,6.2,94.0,Horror,228.26
Youth Without Youth,1000000.0,2624759.0,6.1,124.0,Fantasy,162.48
"10,000 BC",105000000.0,269784201.0,5.1,109.0,Adventure,156.94
Half Nelson,700000.0,4911725.0,7.1,107.0,Drama,601.67
The Counterfeiters,6250000.0,20200000.0,7.5,98.0,Drama,223.2
Shine,5500000.0,35892330.0,7.6,105.0,Drama,552.59
Down in the Valley,8000000.0,852872.0,6.4,112.0,Drama,-89.34
Harsh Times,2000000.0,6000000.0,6.8,116.0,Crime,200.0
Black Snake Moan,15000000.0,10900000.0,6.9,116.0,Drama,-27.33
Rang De Basanti,2200000.0,11502151.0,8.1,157.0,Comedy,422.83
Far Cry,30000000.0,743.0,3.2,95.0,Action,-100.0
Run Fatboy Run,10000000.0,33478921.0,6.5,100.0,Comedy,234.79
Shine a Light,1000000.0,15773307.0,7.1,122.0,Documentary,1477.33
Before the Devil Knows You're Dead,18000000.0,25005257.0,7.3,117.0,Crime,38.92
The Wolfman,150000000.0,140700000.0,5.9,103.0,Horror,-6.2
The Kite Runner,20000000.0,73276047.0,7.6,128.0,Drama,266.38
The Lovely Bones,65000000.0,93600000.0,6.6,136.0,Fantasy,44.0
In the Name of the Father,13000000.0,65796862.0,8.1,133.0,Drama,406.13
Penelope,15000000.0,21156270.0,6.7,103.0,Fantasy,41.04
The Island,22000000.0,15700000.0,5.3,114.0,Thriller,-28.64
Robin Hood: Men in Tights,20000000.0,35739755.0,6.7,104.0,Comedy,78.7
Behind Enemy Lines,40000000.0,91753202.0,6.4,106.0,Action,129.38
Highlander,19000000.0,12900000.0,7.0,116.0,Adventure,-32.11
Highlander II: The Quickening,34000000.0,15556340.0,4.2,100.0,Fantasy,-54.25
Highlander III: The Sorcerer,30000000.0,36738574.0,4.5,99.0,Fantasy,22.46
Get Shorty,30250000.0,115101622.0,6.9,105.0,Comedy,280.5
Valley of Flowers,6000000.0,130742.0,6.9,120.0,Adventure,-97.82
Breakheart Pass,6000000.0,2130000.0,6.7,95.0,Thriller,-64.5
Gigli,75600000.0,7266209.0,2.7,122.0,Comedy,-90.39
Punch-Drunk Love,25000000.0,24665649.0,7.3,96.0,Romance,-1.34
Hard Eight,3000000.0,222559.0,7.1,102.0,Drama,-92.58
The Three Burials of Melquiades Estrada,15000000.0,12036149.0,7.3,121.0,Adventure,-19.76
The Imaginarium of Doctor Parnassus,30000000.0,64352607.0,6.7,123.0,Adventure,114.51
The Reader,32000000.0,108902486.0,7.6,124.0,Drama,240.32
Train of Life,154790.0,3311162.0,7.6,103.0,Drama,2039.13
Married Life,12000000.0,2888315.0,6.2,90.0,Crime,-75.93
21,35000000.0,159808370.0,6.8,123.0,Drama,356.6
Stay,50000000.0,8342132.0,6.7,99.0,Mystery,-83.32
A Life Less Ordinary,12000000.0,14633270.0,6.3,103.0,Fantasy,21.94
Desperado,7000000.0,25405445.0,7.1,104.0,Thriller,262.93
Barbarella,9000000.0,2500000.0,5.9,98.0,Science Fiction,-72.22
Alphaville,220000.0,46585.0,7.0,99.0,Drama,-78.82
Band of Outsiders,120000.0,182857.0,7.6,97.0,Crime,52.38
Alien³,50000000.0,159773545.0,6.4,114.0,Science Fiction,219.55
Alien Resurrection,70000000.0,162000000.0,6.2,109.0,Science Fiction,131.43
Om Shanti Om,9100000.0,37707444.0,6.8,169.0,Comedy,314.37
Suspect Zero,27000000.0,13000000.0,5.8,99.0,Crime,-51.85
Broken Embraces,18000000.0,30991660.0,7.2,127.0,Drama,72.18
Untraceable,35000000.0,52659594.0,6.2,101.0,Thriller,50.46
The Magdalene Sisters,5000000.0,21107578.0,7.7,119.0,Drama,322.15
Cleopatra,44000000.0,57779280.0,7.0,251.0,Drama,31.32
Desperately Seeking Susan,4500000.0,27399597.0,6.1,104.0,Drama,508.88
You Kill Me,4000000.0,3748295.0,6.4,90.0,Comedy,-6.29
Napoleon Dynamite,400000.0,46118097.0,7.0,95.0,Comedy,11429.52
Ronin,55000000.0,70692101.0,7.2,122.0,Action,28.53
Midnight in the Garden of Good and Evil,35000000.0,25100000.0,6.6,155.0,Mystery,-28.29
The Quiet American,30000000.0,27674124.0,7.0,101.0,Romance,-7.75
Æon Flux,62000000.0,53321673.0,5.4,93.0,Science Fiction,-14.0
The Spiderwick Chronicles,90000000.0,164200000.0,6.5,95.0,Family,82.44
Meet the Feebles,750000.0,80000.0,6.6,93.0,Comedy,-89.33
8MM,40000000.0,96618699.0,6.6,123.0,Thriller,141.55
Jumper,85000000.0,222231186.0,6.1,88.0,Action,161.45
Welcome to the Sticks,11000000.0,245144417.0,7.1,106.0,Comedy,2128.59
The Lookout,16000000.0,5367030.0,6.9,99.0,Crime,-66.46
Disturbia,20000000.0,117760134.0,6.8,105.0,Thriller,488.8
American Wedding,55000000.0,231449203.0,6.3,103.0,Comedy,320.82
American Pie Presents: Beta House,10000000.0,18610260.0,5.3,89.0,Comedy,86.1
Paris,19000000.0,23550000.0,6.8,130.0,Drama,23.95
The Spirit,60000000.0,39031337.0,4.7,103.0,Crime,-34.95
Poetic Justice,14000000.0,27515786.0,6.1,109.0,Drama,96.54
Four Brothers,45000000.0,92374674.0,6.8,109.0,Action,105.28
Howards End,8000000.0,26126837.0,7.4,142.0,Drama,226.59
The Countess,8500000.0,784522.0,6.2,100.0,Drama,-90.77
In Bruges,15000000.0,34533783.0,7.9,108.0,Comedy,130.23
Holes,20000000.0,71406573.0,7.0,117.0,Adventure,257.03
The Holy Mountain,750000.0,96262.0,7.7,113.0,Drama,-87.17
Step Up 2: The Streets,23000000.0,150816700.0,6.2,98.0,Music,555.72
[REC],1500000.0,32511655.0,7.4,78.0,Horror,2067.44
Antibodies,1900000.0,891133.0,6.9,127.0,Thriller,-53.1
They Live,4000000.0,13000000.0,7.2,93.0,Science Fiction,225.0
Blindness,25000000.0,19844979.0,6.5,121.0,Drama,-20.62
No Man's Land,1012153.0,4858869.0,7.9,98.0,Action,380.05
Badland,10000000.0,25309.0,6.1,165.0,Drama,-99.75
My Big Fat Greek Wedding,5000000.0,368744044.0,6.6,95.0,Comedy,7274.88
Thunderbolt and Lightfoot,4000000.0,25000000.0,7.0,115.0,Comedy,525.0
The Red Baron,18000000.0,2783332.0,6.3,120.0,Action,-84.54
Ice Age: Dawn of the Dinosaurs,90000000.0,886686817.0,6.9,94.0,Animation,885.21
An Affair to Remember,2100000.0,3800000.0,7.4,111.0,Drama,80.95
Cast Away,90000000.0,429632142.0,7.8,143.0,Adventure,377.37
Kit Kittredge: An American Girl,10000000.0,17700000.0,6.5,101.0,Family,77.0
Superbad,20000000.0,170800000.0,7.6,113.0,Comedy,754.0
Robin Hood: Prince of Thieves,48000000.0,390493908.0,6.9,143.0,Action,713.53
Transformers: Revenge of the Fallen,200000000.0,836303693.0,6.0,150.0,Science Fiction,318.15
The Boondock Saints,6000000.0,38256.0,7.6,108.0,Action,-99.36
How High,12000000.0,31200000.0,6.2,93.0,Comedy,160.0
¡Three Amigos!,25000000.0,39200000.0,6.5,103.0,Comedy,56.8
My Neighbor Totoro,3700000.0,41000000.0,8.1,86.0,Fantasy,1008.11
The Gods Must Be Crazy,5000000.0,200000000.0,7.3,109.0,Action,3900.0
The Hitcher,10000000.0,25400000.0,5.6,84.0,Crime,154.0
Day of the Dead,3500000.0,34000000.0,7.1,101.0,Horror,871.43
A Man Apart,36000000.0,44350926.0,6.0,109.0,Action,23.2
Event Horizon,60000000.0,26700000.0,6.6,95.0,Horror,-55.5
The Conformist,750000.0,233493.0,7.9,108.0,Drama,-68.87
"Süss, the Jew",800000.0,2530185.0,5.0,95.0,Drama,216.27
...And God Created Woman,300000.0,33000000.0,6.3,92.0,Drama,10900.0
I Spy,70000000.0,51386477.0,5.4,97.0,Action,-26.59
Murder in the First,20000000.0,29500000.0,7.3,122.0,Crime,47.5
Carandiru,3684600.0,10782155.0,7.6,145.0,Drama,192.63
The 6th Day,82000000.0,96085477.0,5.9,123.0,Science Fiction,17.18
Fanaa,5300000.0,22175908.0,7.1,168.0,Action,318.41
Never Back Down,20000000.0,41627431.0,6.5,115.0,Drama,108.14
Drillbit Taylor,40000000.0,32900000.0,5.7,110.0,Comedy,-17.75
Funny Games,15000000.0,7938872.0,6.5,111.0,Thriller,-47.07
Dumb and Dumber,16000000.0,247275374.0,7.3,107.0,Comedy,1445.47
Animal House,2700000.0,141000000.0,7.4,109.0,Comedy,5122.22
John Q,36000000.0,102244770.0,7.1,116.0,Drama,184.01
Wild Wild West,170000000.0,222104681.0,4.9,106.0,Action,30.65
Hitch,70000000.0,371600000.0,6.6,118.0,Comedy,430.86
Ali,107000000.0,87812729.0,6.7,157.0,Drama,-17.93
Borderline,5800000.0,2300000.0,6.0,104.0,Action,-60.34
Weekend at Bernie's,6500000.0,30218387.0,6.4,97.0,Comedy,364.9
Weekend at Bernie's II,7000000.0,12741891.0,4.8,97.0,Comedy,82.03
Devil in a Blue Dress,27000000.0,16140822.0,6.8,102.0,Thriller,-40.22
Superman II,54000000.0,216385706.0,6.8,127.0,Science Fiction,300.71
Shanghai Noon,55000000.0,99274467.0,6.6,110.0,Adventure,80.5
The Lion King,45000000.0,763455561.0,8.5,89.0,Family,1596.57
Dick Tracy,47000000.0,103738726.0,6.2,105.0,Adventure,120.72
Prom Night,20000000.0,14800000.0,4.0,88.0,Horror,-26.0
The History Boys,4000000.0,13401952.0,6.8,109.0,Drama,235.05
Master and Commander: The Far Side of the World,150000000.0,212000000.0,7.5,138.0,Adventure,41.33
The Exorcism of Emily Rose,19000000.0,145166804.0,6.7,122.0,Crime,664.04
The Happening,60000000.0,163403799.0,5.0,90.0,Thriller,172.34
Bringing Out the Dead,32000000.0,16797191.0,6.9,121.0,Drama,-47.51
The Isle,50000.0,24963.0,6.9,90.0,Drama,-50.07
Deep Impact,75000000.0,349464664.0,6.3,121.0,Action,365.95
K-19: The Widowmaker,100000000.0,65700000.0,6.7,138.0,Drama,-34.3
Charlie Bartlett,12000000.0,5254986.0,6.9,97.0,Comedy,-56.21
Orgazmo,1000000.0,602302.0,6.1,94.0,Comedy,-39.77
Fool's Gold,70000000.0,111231041.0,5.7,112.0,Adventure,58.9
Taken,25000000.0,226830568.0,7.7,94.0,Action,807.32
Snake Eyes,73000000.0,103900000.0,6.1,98.0,Thriller,42.33
Cannibal Holocaust,100000.0,2000000.0,5.8,96.0,Horror,1900.0
Calendar Girls,10000000.0,96542059.0,6.9,108.0,Drama,865.42
The League of Extraordinary Gentlemen,78000000.0,179265204.0,5.8,110.0,Fantasy,129.83
Anchorman: The Legend of Ron Burgundy,26000000.0,90574188.0,7.1,95.0,Comedy,248.36
The Final Countdown,12000000.0,16647800.0,6.7,103.0,War,38.73
The Thin Red Line,52000000.0,98126565.0,7.6,171.0,Drama,88.7
Albino Alligator,6000000.0,339471.0,6.1,97.0,Crime,-94.34
The Black Balloon,5000000.0,5000000.0,7.2,97.0,Drama,0.0
Top Secret!,9000000.0,20500000.0,7.2,90.0,Comedy,127.78
Hellraiser: Bloodline,4000000.0,16675000.0,5.1,86.0,Horror,316.88
Christine,9700000.0,21200000.0,6.8,110.0,Horror,118.56
Baby Mama,30000000.0,64400000.0,6.0,99.0,Comedy,114.67
Mad Max 2,2000000.0,24600832.0,7.6,96.0,Adventure,1130.04
Doom,60000000.0,58100000.0,5.2,105.0,Action,-3.17
Evita,55000000.0,141047179.0,6.3,135.0,History,156.45
